,E,Time,conv,number_of_basis_states
0,2.7810477735589387,0.001739587999992409,20.0,4.0
1,2.7098236229971273,0.011926348999992342,22.0,8.0
2,2.669631539346091,0.04281964199999777,23.0,12.0
3,2.642440090256973,0.11299095300000772,23.0,16.0
4,2.6222513260892866,0.24032977099999187,23.0,20.0
5,2.6063801832908604,0.4569254970000003,23.0,24.0
6,2.5934107499821515,0.799164171000001,23.0,28.0
7,2.5825108411637014,1.352918939999995,23.0,32.0
8,2.5731537168365506,2.111212534999993,23.0,36.0
9,2.564986346060342,3.279715154999991,23.0,40.0
10,2.5577612368445326,4.735755163000007,23.0,44.0
11,2.551299059091615,6.270527142000006,23.0,48.0
12,2.5454657340221156,8.541597306,23.0,52.0
13,2.540158754104,11.527472359,23.0,56.0
