,E,Time,conv,number_of_basis_states
0,2.05910097689172,0.026699828000005255,499.0,4.0
1,,0.17727110800001356,499.0,8.0
2,,0.5981923830000824,499.0,12.0
3,,1.5608803789999683,499.0,16.0
4,,3.2050668940000833,499.0,20.0
5,,6.125067542000011,499.0,24.0
6,,10.677513105999992,499.0,28.0
7,,18.174643053999944,499.0,32.0
8,,28.581991314999982,499.0,36.0
9,,45.28542241399998,499.0,40.0
10,,66.10676234499999,499.0,44.0
11,,87.03200345199991,499.0,48.0
12,,120.044384799,499.0,52.0
13,,162.55911104400002,499.0,56.0
