,E,Time,conv,number_of_basis_states
0,2.7810477735589387,0.0017394550000062736,20.0,4.0
1,2.7098236229971273,0.01068381999994017,22.0,8.0
2,2.669631539346091,0.03758055000002969,23.0,12.0
3,2.642440090256973,0.09808191900003749,23.0,16.0
4,2.6222513260892866,0.20709047899993038,23.0,20.0
5,2.6063801832908604,0.4015779090000251,23.0,24.0
6,2.5934107499821515,0.700447062999956,23.0,28.0
7,2.5825108411637014,1.1868253540000069,23.0,32.0
8,2.5731537168365506,1.8381414550000272,23.0,36.0
9,2.564986346060342,2.748494378999908,23.0,40.0
10,2.5577612368445326,4.0537838310000325,23.0,44.0
11,2.551299059091615,5.421024269999975,23.0,48.0
12,2.5454657340221156,7.490770084000019,23.0,52.0
13,2.540158754104,10.062563657999931,23.0,56.0
14,2.5352980940815972,13.135268824000036,23.0,60.0
15,2.5308201770369645,17.377895229999922,23.0,64.0
16,2.526673720534523,21.573734117999948,23.0,68.0
17,2.522816804933557,27.031852641,23.0,72.0
18,2.5192147587498854,33.29522377599994,23.0,76.0
19,2.515838603805765,40.86584524300008,23.0,80.0
20,2.5126638923225175,49.04846318800003,23.0,84.0
21,2.5096698237907566,59.02360645099998,23.0,88.0
22,2.5068385650414386,69.9030744759998,23.0,92.0
23,2.504154720223453,83.70425438000007,23.0,96.0
